c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
hash_cleanup,lodepng.c,1527,(hash: Hash *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1527-1535 hash_cleanup(hash: Hash *) -> void: frees the six hash arrays. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 88 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
getHash,lodepng.c,1539,"(data: const unsigned char *, size: size_t, pos: size_t) -> unsigned int",,,NO_MAP,,,getHash,getHash,0.122,-0.148,ABSTAIN,single-source,getHash,"lodepng.c:1539-1556 getHash(data, size, pos): if pos+2 < size xor of d[pos]<<0, d[pos+1]<<4, d[pos+2]<<8; else return 0 if pos >= size, else xor d[pos+i] << (i*8) for i < size-pos; return result & HASH_BIT_MASK -> assembled_unidiomatic.rs:1548-1574 getHash: identical branches, shifts and mask (rs:1555-1573). Verified on attempt 2. Genuine. Verified file (translated_code_unidiomatic/functions/getHash.rs, status success after 2 attempts: first attempt failed to compile; attempt 2 compiled, linked, 4/4 samples passed). Name-eq getHash: correct. Forced matcher getHash (score 0.122, conf -0.148): correct. Deploy matcher ABSTAIN: coverage loss only."
countZeros,lodepng.c,1558,"(data: const unsigned char *, size: size_t, pos: size_t) -> unsigned int",,,NO_MAP,,,countZeros,,,,NONE,single-source,countZeros,"lodepng.c:1558-1566 countZeros(data, size, pos): start = data+pos; end = min(start+MAX_SUPPORTED_DEFLATE_LENGTH, data+size); advance while *p == 0; return p - start -> assembled_unidiomatic.rs:1397-1414 countZeros: same pointer walk (rs:1403-1413, offset_from). Genuine. The forced matcher gave this Rust fn to writeBitsReversed (a NONE row), so this row got no forced assignment. Verified file (translated_code_unidiomatic/functions/countZeros.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq countZeros: correct. Forced matcher made no assignment for this row (its Rust target was consumed by another C row): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
updateHashChain,lodepng.c,1569,"(hash: Hash *, wpos: size_t, hashval: unsigned int, numzeros: unsigned short) -> void",,,NO_MAP,,,updateHashChain,updateHashChain,0.268,0.052,updateHashChain,single-source,updateHashChain,"lodepng.c:1569-1577 updateHashChain(hash, wpos, hashval, numzeros): val[wpos]=hashval; chain[wpos]=head[hashval] if != -1; head[hashval]=wpos; zeros[wpos]=numzeros; chainz[wpos]=headz[numzeros] if != -1; headz[numzeros]=wpos -> assembled_unidiomatic.rs:2359-2370 updateHashChain: same six statements in the same order (rs:2360-2369). Genuine. Verified file (translated_code_unidiomatic/functions/updateHashChain.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq updateHashChain: correct. Forced matcher updateHashChain (score 0.268, conf 0.052): correct. Deploy matcher updateHashChain: correct."
encodeLZ77,lodepng.c,1588,"(out: uivector *, hash: Hash *, in: const unsigned char *, inpos: size_t, insize: size_t, windowsize: unsigned int, minmatch: unsigned int, nicematch: unsigned int, lazymatching: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1588-1735 encodeLZ77(out: uivector *, hash: Hash *, in: const unsigned char *, inpos: size_t, insize: size_t, windowsize: unsigned int, minmatch: unsigned int, nicematch: unsigned int, lazymatching: unsigned int) -> unsigned int: the LZ77 matcher with hash chains and lazy matching (148 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 140 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
deflateNoCompression,lodepng.c,1739,"(out: ucvector *, data: const unsigned char *, datasize: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1739-1770 deflateNoCompression(out: ucvector *, data: const unsigned char *, datasize: size_t) -> unsigned int: emits stored blocks of at most 65535 bytes with LEN/NLEN headers. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 141 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
writeLZ77data,lodepng.c,1777,"(writer: LodePNGBitWriter *, lz77_encoded: const uivector *, tree_ll: const HuffmanTree *, tree_d: const HuffmanTree *) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1777-1799 writeLZ77data(writer: LodePNGBitWriter *, lz77_encoded: const uivector *, tree_ll: const HuffmanTree *, tree_d: const HuffmanTree *) -> void: writes the lz77 symbol stream through the two Huffman trees into the bit writer. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 155 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
deflateDynamic,lodepng.c,1802,"(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1802-2022 deflateDynamic(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int: builds a BTYPE=2 block: trees from frequencies, RLE of code lengths, header, data (221 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 206 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
deflateFixed,lodepng.c,2024,"(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2024-2067 deflateFixed(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int: builds a BTYPE=1 block with the fixed trees. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 169 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_deflatev,lodepng.c,2069,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2069-2108 lodepng_deflatev(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int: splits input into blocks and dispatches on settings->btype (60/61 checks). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 207 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_deflate,lodepng.c,2110,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2110-2118 lodepng_deflate(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int: ucvector wrapper around lodepng_deflatev. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 208 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
deflate,lodepng.c,2120,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2120-2130 deflate(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int: settings->custom_deflate if set (111 on failure) else lodepng_deflatev. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 209 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
update_adler32,lodepng.c,2138,"(adler: unsigned int, data: const unsigned char *, len: unsigned int) -> unsigned int",,,NO_MAP,,,update_adler32,update_adler32,0.379,-0.025,ABSTAIN,single-source,update_adler32,"lodepng.c:2138-2156 update_adler32(adler, data, len): s1/s2 split, chunks of 5552, s1 += *data++, s2 += s1, mod 65521, return s2<<16 | s1 -> assembled_unidiomatic.rs:2373-2392 update_adler32: identical (rs:2375-2390, wrapping adds). Genuine. Verified file (translated_code_unidiomatic/functions/update_adler32.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq update_adler32: correct. Forced matcher update_adler32 (score 0.379, conf -0.025): correct. Deploy matcher ABSTAIN: coverage loss only."
adler32,lodepng.c,2159,"(data: const unsigned char *, len: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2159-2161 adler32(data: const unsigned char *, len: unsigned int) -> unsigned int: update_adler32(1, data, len). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 89 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_zlib_decompressv,lodepng.c,2169,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2169-2208 lodepng_zlib_decompressv(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int: checks CMF/FLG (53/24/25/26), inflatev, verifies adler32 (58). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 177 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_zlib_decompress,lodepng.c,2211,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2211-2218 lodepng_zlib_decompress(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int: ucvector wrapper around lodepng_zlib_decompressv. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 178 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
zlib_decompress,lodepng.c,2221,"(out: unsigned char **, outsize: size_t *, expected_size: size_t, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2221-2244 zlib_decompress(out: unsigned char **, outsize: size_t *, expected_size: size_t, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int: custom_zlib if set else reserve expected_size and lodepng_zlib_decompressv. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 179 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_zlib_compress,lodepng.c,2250,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2250-2285 lodepng_zlib_compress(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int: writes CMF/FLG header, deflates, appends adler32. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 210 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
zlib_compress,lodepng.c,2288,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2288-2297 zlib_compress(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int: custom_zlib if set (111 on failure) else lodepng_zlib_compress. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 211 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_compress_settings_init,lodepng.c,2328,(settings: LodePNGCompressSettings *) -> void,,,NO_MAP,,,lodepng_compress_settings_init,getNumColorChannels,0.254,-0.375,ABSTAIN,CONFLICT,lodepng_compress_settings_init,"lodepng.c:2328-2340 lodepng_compress_settings_init(settings): btype=2, use_lz77=1, windowsize=DEFAULT_WINDOWSIZE (2048, lodepng.c:2326), minmatch=3, nicematch=128, lazymatching=1, custom_zlib/deflate/context = 0 -> assembled_unidiomatic.rs:1762-1772 lodepng_compress_settings_init: same nine stores with the same values (rs:1763-1771; 2048 literal, None for the fn pointers, null for context). Genuine. The forced matcher paired this row with getNumColorChannels (rs:1577, a colour-channel switch): wrong. Verified file (translated_code_unidiomatic/functions/lodepng_compress_settings_init.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_compress_settings_init: correct. Forced matcher getNumColorChannels (score 0.254, conf -0.375): WRONG. Deploy matcher ABSTAIN: coverage loss only."
lodepng_decompress_settings_init,lodepng.c,2349,(settings: LodePNGDecompressSettings *) -> void,,,NO_MAP,,,lodepng_decompress_settings_init,,,,NONE,single-source,lodepng_decompress_settings_init,"lodepng.c:2349-2357 lodepng_decompress_settings_init(settings): ignore_adler32=ignore_nlen=max_output_size=0; custom_zlib/inflate/context=0 -> assembled_unidiomatic.rs:1788-1798 lodepng_decompress_settings_init: same six stores (rs:1792-1797) plus an added NULL guard (rs:1789-1791, RQ4 widening). Genuine. The forced matcher gave this Rust fn to lodepng_palette_clear (a NONE row), so this row got no forced assignment. Verified file (translated_code_unidiomatic/functions/lodepng_decompress_settings_init.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_decompress_settings_init: correct. Forced matcher made no assignment for this row (its Rust target was consumed by another C row): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
lodepng_crc32,lodepng.c,2414,"(data: const unsigned char *, length: size_t) -> unsigned int",,,NO_MAP,,,lodepng_crc32,lodepng_crc32,0.378,0.008,ABSTAIN,single-source,lodepng_crc32,"lodepng.c:2414-2421 lodepng_crc32(data, length): r=0xffffffff; table[(r ^ d[i]) & 0xff] ^ (r >> 8); return r ^ 0xffffffff -> assembled_unidiomatic.rs:1775-1785 lodepng_crc32: identical loop over lodepng_crc32_table (rs:1776-1784). Genuine. Verified file (translated_code_unidiomatic/functions/lodepng_crc32.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_crc32: correct. Forced matcher lodepng_crc32 (score 0.378, conf 0.008): correct. Deploy matcher ABSTAIN: coverage loss only."
readBitFromReversedStream,lodepng.c,2435,"(bitpointer: size_t *, bitstream: const unsigned char *) -> unsigned char",,,NO_MAP,,,readBitFromReversedStream,readBitFromReversedStream,0.236,-0.233,ABSTAIN,single-source,readBitFromReversedStream,"lodepng.c:2435-2439 readBitFromReversedStream(bitpointer, bitstream): result = (bitstream[bp>>3] >> (7 - (bp & 7))) & 1; ++bp -> assembled_unidiomatic.rs:2272-2281 readBitFromReversedStream: same extraction and increment (rs:2274-2278). Verified on attempt 2. Genuine. Verified file (translated_code_unidiomatic/functions/readBitFromReversedStream.rs, status success after 2 attempts: first attempt rejected before compile: the LLM renamed the function (`Function signature not found`); attempt 2 compiled, linked, 4/4 samples passed). Name-eq readBitFromReversedStream: correct. Forced matcher readBitFromReversedStream (score 0.236, conf -0.233): correct. Deploy matcher ABSTAIN: coverage loss only."
readBitsFromReversedStream,lodepng.c,2442,"(bitpointer: size_t *, bitstream: const unsigned char *, nbits: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2442-2450 readBitsFromReversedStream(bitpointer: size_t *, bitstream: const unsigned char *, nbits: size_t) -> unsigned int: nbits calls of readBitFromReversedStream accumulated MSB-first. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 90 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
setBitOfReversedStream,lodepng.c,2452,"(bitpointer: size_t *, bitstream: unsigned char *, bit: unsigned char) -> void",,,NO_MAP,,,setBitOfReversedStream,setBitOfReversedStream,0.374,-0.061,ABSTAIN,single-source,setBitOfReversedStream,"lodepng.c:2452-2457 setBitOfReversedStream(bitpointer, bitstream, bit): clear or set bit (7 - (bp&7)) of bitstream[bp>>3]; ++bp -> assembled_unidiomatic.rs:2318-2331 setBitOfReversedStream: same clear/set branches and increment (rs:2321-2329). Verified on attempt 2. Genuine. Verified file (translated_code_unidiomatic/functions/setBitOfReversedStream.rs, status success after 2 attempts: first attempt rejected before compile: the LLM renamed the function (`Function signature not found`); attempt 2 compiled, linked, 4/4 samples passed). Name-eq setBitOfReversedStream: correct. Forced matcher setBitOfReversedStream (score 0.374, conf -0.061): correct. Deploy matcher ABSTAIN: coverage loss only."
lodepng_chunk_length,lodepng.c,2463,(chunk: const unsigned char *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2463-2465 lodepng_chunk_length(chunk: const unsigned char *) -> unsigned int: lodepng_read32bitInt(chunk). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 91 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_type,lodepng.c,2467,"(type: char[5], chunk: const unsigned char *) -> void",,,NO_MAP,,,lodepng_chunk_type,lodepng_chunk_type,0.532,0.145,lodepng_chunk_type,single-source,lodepng_chunk_type,"lodepng.c:2467-2471 lodepng_chunk_type(type, chunk): type[i] = chunk[4+i] for i<4; type[4] = 0 -> assembled_unidiomatic.rs:1730-1741 lodepng_chunk_type: same loop and terminator (rs:1735-1740). Genuine. Verified file (translated_code_unidiomatic/functions/lodepng_chunk_type.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_type: correct. Forced matcher lodepng_chunk_type (score 0.532, conf 0.145): correct. Deploy matcher lodepng_chunk_type: correct."
lodepng_chunk_type_equals,lodepng.c,2473,"(chunk: const unsigned char *, type: const char *) -> unsigned char",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2473-2476 lodepng_chunk_type_equals(chunk: const unsigned char *, type: const char *) -> unsigned char: compares chunk[4..8] with the 4-char type (0 if type has wrong length). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 183 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_ancillary,lodepng.c,2478,(chunk: const unsigned char *) -> unsigned char,,,NO_MAP,,,lodepng_chunk_ancillary,lodepng_chunk_safetocopy,0.377,-0.6,ABSTAIN,CONFLICT,lodepng_chunk_ancillary,"lodepng.c:2478-2480 lodepng_chunk_ancillary(chunk): (chunk[4] & 32) != 0 -> assembled_unidiomatic.rs:1693-1699 lodepng_chunk_ancillary: `*chunk.add(4) & 32 != 0` -> 1/0. Identical byte index 4; genuine. The forced matcher paired this row with lodepng_chunk_safetocopy (rs:1721, byte 7) at score 0.977: wrong (the two bodies differ only in the byte offset, 4 vs 7). Verified file (translated_code_unidiomatic/functions/lodepng_chunk_ancillary.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_ancillary: correct. Forced matcher lodepng_chunk_safetocopy (score 0.377, conf -0.6): WRONG. Deploy matcher ABSTAIN: coverage loss only."
lodepng_chunk_private,lodepng.c,2482,(chunk: const unsigned char *) -> unsigned char,,,NO_MAP,,,lodepng_chunk_private,lodepng_chunk_private,0.977,0.0,ABSTAIN,single-source,lodepng_chunk_private,"lodepng.c:2482-2484 lodepng_chunk_private(chunk): (chunk[6] & 32) != 0 -> assembled_unidiomatic.rs:1712-1718 lodepng_chunk_private: `*chunk.add(6) & 32 != 0`. Identical; genuine. Verified file (translated_code_unidiomatic/functions/lodepng_chunk_private.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_private: correct. Forced matcher lodepng_chunk_private (score 0.977, conf 0.0): correct. Deploy matcher ABSTAIN: coverage loss only."
