c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
HuffmanTree_cleanup,lodepng.c,649,(tree: HuffmanTree *) -> void,HuffmanTree_init,HuffmanTree_init,CLAIMED,yes,Fixed_5_Compile_Failed,HuffmanTree_cleanup,generate_fixed_distance_tree,0.206,-0.333,ABSTAIN,CONFLICT,STUB:HuffmanTree_cleanup,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:672 (four lodepng_free). src/lodepng.rs:1016 `HuffmanTree_cleanup(tree: Option<&mut HuffmanTree>)` no-op. Rejected tool_claim HuffmanTree_init [1005], generate_fixed_distance_tree [1493]."
HuffmanTree_makeTable,lodepng.c,665,(tree: HuffmanTree *) -> unsigned int,HuffmanTree_cleanup;HuffmanTree_makeTable,HuffmanTree_cleanup,CLAIMED,yes,Fixed_5_Compile_Failed,HuffmanTree_makeTable,HuffmanTree_init,0.113,-0.427,ABSTAIN,CONFLICT,STUB:HuffmanTree_makeTable,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:682 (FIRSTBITS=9 two-level table, errors 83/55, INVALIDSYMBOL). src/lodepng.rs:1021 `HuffmanTree_makeTable(tree: Option<&mut HuffmanTree>) -> u32 { 0 }`. No fn contains 65535/FIRSTBITS/error 55 (grep). Rejected tool_claim HuffmanTree_cleanup [1016]."
HuffmanTree_makeFromLengths2,lodepng.c,786,(tree: HuffmanTree *) -> unsigned int,HuffmanTree_makeFromLengths2,HuffmanTree_makeFromLengths2,CLAIMED,yes,Fixed_1_Compile_Failed,HuffmanTree_makeFromLengths2,lodepng_compress_settings_init,0.127,-0.329,ABSTAIN,CONFLICT,AMBIGUOUS,Two distinct-named empty stubs both designate C HuffmanTree_makeFromLengths2:786: (a) src/lodepng.rs:1509 `HuffmanTree_makeFromLengths2(tree: Option<&mut HuffmanTree>) -> u32 { 0 }` doc 'Translation of: static unsigned HuffmanTree_makeFromLengths2(HuffmanTree* tree)'; (b) src/lodepng.rs:1073 `huffman_tree_make_from_lengths2(tree) -> u32 { 0 }` doc 'Translated from: return HuffmanTree_makeFromLengths2(tree);' (generated from the call site in makeFromLengths C:834). Neither has a body -> STUB either way. Preferred if one must be chosen: (a). Rejected tool_claim HuffmanTree_makeTable [1021].
HuffmanTree_makeFromLengths,lodepng.c,827,"(tree: HuffmanTree *, bitlen: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",HuffmanTree_makeFromLengths,HuffmanTree_makeFromLengths,CLAIMED,yes,Fixed_5_Compile_Failed,HuffmanTree_makeFromLengths,read_chunk_iccp,0.17,-0.2,ABSTAIN,CONFLICT,AMBIGUOUS,"Two distinct-named empty stubs both claim C HuffmanTree_makeFromLengths:827: (a) src/lodepng.rs:706 `huffman_tree_make_from_lengths(tree, bitlen: Option<&[u32]>, numcodes: usize, maxbitlen: u32) -> u32 { 0 }` doc cites the exact 4-param C signature; (b) src/lodepng.rs:2035 `HuffmanTree_makeFromLengths(tree, bitlen: Option<&[i32]>) -> u32 { 0 }` -- only 2 params and its doc quotes `if(!error) error = HuffmanTree_makeTable(tree); return error;`, which is actually the tail of makeFromLengths2 (C:818-819). Preferred if one must be chosen: (a) huffman_tree_make_from_lengths [706] (faithful signature). Neither has a body -> STUB either way. Rejected tool_claim uivector_cleanup [871]."
bpmnode_create,lodepng.c,866,"(lists: BPMLists *, weight: int, index: unsigned int, tail: BPMNode *) -> BPMNode *",bpmnode_create,bpmnode_create,CLAIMED,yes,Fixed_1_Compile_Failed,bpmnode_create,bpmnode_create,0.192,-0.177,ABSTAIN,unanimous,STUB:bpmnode_create,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:895 (allocate from lists->memory/freelist, set weight/index/tail). src/lodepng.rs:1577 `bpmnode_create(lists: Option<&mut BPMLists>, weight: i32, index: u32, tail: Option<Box<BPMNode>>) -> Option<Box<BPMNode>> { None }`. Rejected tool_claim huffman_tree_make_from_lengths [706]."
bpmnode_sort,lodepng.c,895,"(leaves: BPMNode *, num: size_t) -> void",BPMNode;bpmnode_sort,bpmnode_sort,CLAIMED,yes,Fixed_4_Compile_Failed,bpmnode_sort,generateFixedDistanceTree,0.14,-0.24,ABSTAIN,CONFLICT,STUB:bpmnode_sort,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:918 (bottom-up mergesort on weight with stable index tie-break). src/lodepng.rs:1097 `bpmnode_sort(leaves: Option<&mut [BPMNode]>, num: usize)` no-op. Rejected tool_claim generateFixedDistanceTree [2394]."
boundaryPM,lodepng.c,918,"(lists: BPMLists *, leaves: BPMNode *, numpresent: size_t, c: int, num: int) -> void",boundary_pm,boundary_pm,CLAIMED,yes,Fixed_5_Compile_Failed,,HuffmanTree_makeFromFrequencies,0.184,-0.174,ABSTAIN,CONFLICT,STUB:boundary_pm,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:943 (recursive boundary package-merge). src/lodepng.rs:2051 `boundary_pm(lists, leaves, numpresent, c, num)` no-op, doc cites 'static void boundaryPM'. No CamelCase boundaryPM fn exists. Rejected tool_claim HuffmanTree_makeFromFrequencies [2640]."
lodepng_huffman_code_lengths,lodepng.c,943,"(lengths: unsigned int *, frequencies: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",lodepng_huffman_code_lengths,lodepng_huffman_code_lengths,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_huffman_code_lengths,writeLZ77data,0.168,-0.202,ABSTAIN,CONFLICT,STUB:lodepng_huffman_code_lengths,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1022 (errors 80/83, BPM lists, numpresent). src/lodepng.rs:2432 `lodepng_huffman_code_lengths(lengths: Option<&mut HuffmanTree>, frequencies: Option<&[i32]>, numcodes, maxbitlen) -> u32 { 0 }` (lengths type garbled). Rejected tool_claim writeLZ77data [2238]."
HuffmanTree_makeFromFrequencies,lodepng.c,1022,"(tree: HuffmanTree *, frequencies: const unsigned int *, mincodes: size_t, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",HuffmanTree_makeFromFrequencies,HuffmanTree_makeFromFrequencies,CLAIMED,yes,Fixed_5_Compile_Failed,HuffmanTree_makeFromFrequencies,post_process_scanlines,0.17,-0.206,ABSTAIN,CONFLICT,STUB:HuffmanTree_makeFromFrequencies,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1038 (calls lodepng_huffman_code_lengths then makeFromLengths2). src/lodepng.rs:2640 `HuffmanTree_makeFromFrequencies(tree, frequencies, mincodes, numcodes, maxbitlen) -> u32 { 0 }`. Rejected tool_claim post_process_scanlines (stub, unrelated)."
generateFixedLitLenTree,lodepng.c,1038,(tree: HuffmanTree *) -> unsigned int,generateFixedLitLenTree,generateFixedLitLenTree,CLAIMED,yes,Fixed_5_Compile_Failed,generateFixedLitLenTree,HuffmanTree_cleanup,0.117,-0.423,ABSTAIN,CONFLICT,STUB:generateFixedLitLenTree,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1056 (288 lengths 8/9/7/8, then makeFromLengths). src/lodepng.rs:2384 `generateFixedLitLenTree(tree: Option<&mut HuffmanTree>) -> u32 { 0 }`. Rejected tool_claim HuffmanTree_cleanup [1016]."
generateFixedDistanceTree,lodepng.c,1056,(tree: HuffmanTree *) -> unsigned int,generateFixedDistanceTree,generateFixedDistanceTree,CLAIMED,yes,Fixed_5_Compile_Failed,generateFixedDistanceTree,generateFixedLitLenTree,0.126,-0.412,ABSTAIN,CONFLICT,AMBIGUOUS,"Two distinct-named empty stubs both claim C generateFixedDistanceTree:1074: (a) src/lodepng.rs:1493 `generate_fixed_distance_tree(tree: Option<&mut HuffmanTree>) -> u32 { 0 }` doc 'Translation of: static unsigned generateFixedDistanceTree(HuffmanTree* tree)' (exact sig); (b) src/lodepng.rs:2394 `generateFixedDistanceTree(tree, bitlen: Option<&mut [i32]>) -> u32 { 0 }` doc says 'inferred signature ... int* bitlen' (spurious extra param). Preferred if one must be chosen: (a). Neither has a body. Rejected tool_claim generateFixedLitLenTree [2384]."
huffmanDecodeSymbol,lodepng.c,1074,"(reader: LodePNGBitReader *, codetree: const HuffmanTree *) -> unsigned int",generate_fixed_distance_tree;huffman_decode_symbol,generate_fixed_distance_tree,CLAIMED,yes,Fixed_5_Compile_Failed,,addChunk_PLTE,0.177,-0.188,ABSTAIN,CONFLICT,STUB:huffman_decode_symbol,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1098 (two-level table lookup with FIRSTBITS). src/lodepng.rs:1499 `huffman_decode_symbol(reader: Option<&mut LodePNGBitReader>, codetree: Option<&HuffmanTree>) -> u32 { 0 }`. Rejected tool_claim generate_fixed_distance_tree [1493]."
getTreeInflateFixed,lodepng.c,1098,"(tree_ll: HuffmanTree *, tree_d: HuffmanTree *) -> unsigned int",,,EMPTY,,Fixed_5_Compile_Failed,,get_tree_inflate_fixed,0.203,-0.233,ABSTAIN,single-source,STUB:get_tree_inflate_fixed,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1105 (generateFixedLitLenTree then generateFixedDistanceTree). src/lodepng.rs:2402 `get_tree_inflate_fixed(tree_ll, tree_d) -> u32 { 0 }`. No CamelCase getTreeInflateFixed fn exists; no tool_claim candidates."
getTreeInflateDynamic,lodepng.c,1105,"(tree_ll: HuffmanTree *, tree_d: HuffmanTree *, reader: LodePNGBitReader *) -> unsigned int",get_tree_inflate_fixed;get_tree_inflate_dynamic,get_tree_inflate_fixed,CLAIMED,yes,Fixed_5_Compile_Failed,,read_chunk_sbit,0.166,-0.199,ABSTAIN,CONFLICT,STUB:get_tree_inflate_dynamic,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1239 (HCLIT/HDIST/HCLEN, code-length codes, errors 50-59). src/lodepng.rs:2416 `get_tree_inflate_dynamic(tree_ll, tree_d, reader) -> u32 { 0 }`. Rejected tool_claim get_tree_inflate_fixed [2402] (C:1105) and read_chunk_sbit (stub, unrelated)."
inflateHuffmanBlock,lodepng.c,1239,"(out: ucvector *, reader: LodePNGBitReader *, btype: unsigned int, max_output_size: size_t) -> unsigned int",inflate_huffman_block,inflate_huffman_block,CLAIMED,yes,Fixed_5_Compile_Failed,,lodepng_pixel_overflow,0.099,-0.351,ABSTAIN,CONFLICT,STUB:inflate_huffman_block,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1239/inflateHuffmanBlock (LZ77 decode loop, errors 51/52/109). src/lodepng.rs:2677 `inflate_huffman_block(out, reader, btype, settings, max_output_size) -> u32 { 0 }`. Rejected tool_claim lodepng_pixel_overflow (stub, unrelated)."
inflateNoCompression,lodepng.c,1347,"(out: ucvector *, reader: LodePNGBitReader *, settings: const LodePNGDecompressSettings *) -> unsigned int",inflateNoCompression,inflateNoCompression,CLAIMED,yes,Fixed_1_Compile_Failed,inflateNoCompression,auto_choose_color,0.143,-0.209,ABSTAIN,CONFLICT,AMBIGUOUS,"Two distinct-named empty stubs both claim C inflateNoCompression:1347: (a) src/lodepng.rs:1979 `inflateNoCompression(out, reader, settings) -> u32 { 0 }` (no doc); (b) src/lodepng.rs:2764 `inflate_no_compression(out, reader, settings) -> u32 { 0 }` doc cites 'static unsigned inflateNoCompression(ucvector* out, LodePNGBitReader* reader, const LodePNGDecompressSettings* settings)'. Neither has a body -> STUB either way. Rejected tool_claim auto_choose_color (stub, unrelated)."
lodepng_inflatev,lodepng.c,1382,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_inflatev,lodepng_inflatev,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_inflatev,readChunk_iTXt,0.164,-0.21,ABSTAIN,CONFLICT,STUB:lodepng_inflatev,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1382 (BFINAL/BTYPE loop dispatching to the three block inflaters). src/lodepng.rs:2713 `lodepng_inflatev(out, input: Option<&i8>, insize, settings) -> u32 { 0 }`. Note src/lodepng.rs:2753 lodepng_inflate_block_logic is a fragment stub ('logic containing readBits in the inflate routine') of this C body, not a separate C fn. Rejected tool_claim readChunk_iTXt (stub, unrelated)."
lodepng_inflate,lodepng.c,1408,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_inflate_block_logic;inflate_no_compression;read_bits,lodepng_inflate_block_logic,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_inflate,lodepng_chunk_createv,0.193,-0.182,ABSTAIN,CONFLICT,STUB:lodepng_inflate,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1408 (ucvector_init then lodepng_inflatev). src/lodepng.rs:2782 `lodepng_inflate(out, outsize, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim lodepng_inflate_block_logic [2753] (fragment of inflatev), inflate_no_compression [2764], read_bits [571], lodepng_chunk_createv (all different C fns)."
inflatev,lodepng.c,1418,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGDecompressSettings *) -> unsigned int",lodepng_inflate;inflatev,lodepng_inflate,CLAIMED,yes,Fixed_5_Compile_Failed,inflatev,inflatev,0.153,-0.214,ABSTAIN,CONFLICT,STUB:inflatev,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1418 (custom_inflate dispatch else lodepng_inflatev; error 110). src/lodepng.rs:2798 `inflatev(out, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim lodepng_inflate [2782] (C:1408)."
searchCodeIndex,lodepng.c,1447,"(array: const unsigned int *, array_size: size_t, value: size_t) -> size_t",reverse_bits;search_code_index;MAX_SUPPORTED_DEFLATE_LENGTH,reverse_bits,CLAIMED,yes,No_Fix_Compile_Success,,write_bits_reversed,0.195,-0.212,ABSTAIN,CONFLICT,STUB:search_code_index,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1447 (binary search in array for value). src/lodepng.rs:470 `search_code_index(array: &[u32], value: usize) -> usize { unimplemented!() }`. Rejected tool_claim reverse_bits [466], write_bits_reversed [676]."
addLengthDistance,lodepng.c,1461,"(values: uivector *, length: size_t, distance: size_t) -> void",add_length_distance,add_length_distance,CLAIMED,yes,Fixed_5_Compile_Failed,,writeBitsReversed,0.208,-0.199,ABSTAIN,CONFLICT,STUB:add_length_distance,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1461 (4 uivector_push_back of length/dist codes and extra bits). src/lodepng.rs:1204 `add_length_distance(values: Option<&mut c_void>, length: usize, distance: usize)` no-op. Rejected tool_claim writeBitsReversed [1972]."
hash_init,lodepng.c,1502,"(hash: Hash *, windowsize: unsigned int) -> unsigned int",Hash;hash_init,hash_init,CLAIMED,yes,Fixed_5_Compile_Failed,hash_init,HuffmanTree_makeFromLengths,0.172,-0.209,ABSTAIN,CONFLICT,STUB:hash_init,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1502 (allocate head/val/chain/headz/chainz/zeros, HASH_NUM_VALUES, error 83). src/lodepng.rs:1041 `hash_init(hash: Option<&mut Hash>, windowsize: c_uint) -> c_uint { 0 }`. Rejected tool_claim HuffmanTree_makeFromLengths [2035]."
hash_cleanup,lodepng.c,1527,(hash: Hash *) -> void,Hash;hash_cleanup,hash_cleanup,CLAIMED,yes,Fixed_2_Compile_Failed,hash_cleanup,hash_cleanup,0.188,-0.225,ABSTAIN,unanimous,STUB:hash_cleanup,STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1527 (six lodepng_free). src/lodepng.rs:1048 `hash_cleanup(hash: Option<&Hash>) -> i32 { 0 }`; duplicate same-name def src/lodepng.rs:2848 `(hash: Option<&mut Hash>)`. Rejected tool_claim hash_init [1041].
getHash,lodepng.c,1539,"(data: const unsigned char *, size: size_t, pos: size_t) -> unsigned int",,,ELIDED,,Free_Function,,unnamed_loop_function,0.097,-0.245,ABSTAIN,tool-says-elided,NONE,"C:1539 (shift-xor hash over 3 bytes, HASH_BIT_MASK). No Rust fn named getHash/get_hash; grep 'fn get_hash|fn getHash|HASH_BIT_MASK|65535' finds nothing. Rejected tool_claim hash_cleanup [1048] (C:1527), matcher_forced unnamed_loop_function [568] (its doc quotes the lodepng_memset loop C:129, nothing to do with hashing)."
countZeros,lodepng.c,1558,"(data: const unsigned char *, size: size_t, pos: size_t) -> unsigned int",count_zeros,count_zeros,CLAIMED,yes,Fixed_5_Compile_Failed,,lodepng_copy_and_terminate,0.18,-0.268,ABSTAIN,CONFLICT,STUB:count_zeros,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1558 (count consecutive zero bytes up to MAX_SUPPORTED_DEFLATE_LENGTH). src/lodepng.rs:865 `count_zeros(data: Option<&c_char>, size, pos, error: bool) -> u32 { 0 }`; duplicate same-name def src/lodepng.rs:1051 `count_zeros(data: &[u8], size, pos) -> u32 { 0 }`. Rejected tool_claim lodepng_copy_and_terminate [553]."
updateHashChain,lodepng.c,1569,"(hash: Hash *, wpos: size_t, hashval: unsigned int, numzeros: unsigned short) -> void",count_zeros,count_zeros,CLAIMED,yes,Fixed_5_Compile_Failed,,lodepng_huffman_code_lengths,0.181,-0.177,ABSTAIN,CONFLICT,STUB:update_hash_chain,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1569 (write hashval/head/chain, and zeros/headz/chainz). src/lodepng.rs:1632 `update_hash_chain(hash: Option<&mut Hash>, wpos, hashval: u32, numzeros: u16)` no-op. Rejected tool_claim count_zeros [865], lodepng_huffman_code_lengths [2432]."
encodeLZ77,lodepng.c,1588,"(out: uivector *, hash: Hash *, in: const unsigned char *, inpos: size_t, insize: size_t, windowsize: unsigned int, minmatch: unsigned int, nicematch: unsigned int, lazymatching: unsigned int) -> unsigned int",Hash;uivector;update_hash_chain;encode_lz77,update_hash_chain,CLAIMED,yes,Fixed_5_Compile_Failed,,encode_lz77,0.111,-0.223,ABSTAIN,CONFLICT,STUB:encode_lz77,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1588 (main LZ77 search: hash chains, lazy matching, addLengthDistance). src/lodepng.rs:1649 `encode_lz77(out, hash, input, inpos, insize, windowsize, minmatch, nicematch, lazymatching) -> u32 { 0 }` doc cites the C:1588 signature. Rejected tool_claim update_hash_chain [1632]."
deflateNoCompression,lodepng.c,1739,"(out: ucvector *, data: const unsigned char *, datasize: size_t) -> unsigned int",deflateNoCompression,deflateNoCompression,CLAIMED,yes,Fixed_1_Compile_Failed,deflateNoCompression,readChunk_PLTE,0.186,-0.226,ABSTAIN,CONFLICT,STUB:deflateNoCompression,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1739 (65535-byte stored blocks, LEN/NLEN). src/lodepng.rs:2000 `deflateNoCompression(out: Option<&mut Ucvector>, data: Option<&i8>, datasize) -> u32 { 0 }`. Rejected tool_claim readChunk_PLTE (stub, unrelated)."
writeLZ77data,lodepng.c,1777,"(writer: LodePNGBitWriter *, lz77_encoded: const uivector *, tree_ll: const HuffmanTree *, tree_d: const HuffmanTree *) -> void",writeLZ77data,writeLZ77data,CLAIMED,yes,Fixed_2_Compile_Failed,writeLZ77data,lodepng_add_text_entry,0.144,-0.209,ABSTAIN,CONFLICT,STUB:writeLZ77data,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1777 (writeBitsReversed of lit/len/dist codes + extra bits). src/lodepng.rs:2238 `writeLZ77data(writer, lz77_encoded, tree_ll, tree_d)` no-op. Rejected tool_claim lodepng_add_text_entry [2071] (stub for a non-existent C fn)."
deflateDynamic,lodepng.c,1802,"(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int",deflateDynamic,deflateDynamic,CLAIMED,yes,Fixed_2_Compile_Failed,deflateDynamic,deflateFixed,0.117,-0.226,ABSTAIN,CONFLICT,STUB:deflateDynamic,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:1802 (dynamic huffman block: frequencies, HLIT/HDIST/HCLEN, run-length code lengths). src/lodepng.rs:2700 `deflateDynamic(data: Option<&[i8]>, ...) -> u32 { 0 }`; duplicate same-name def src/lodepng.rs:2833. Rejected tool_claim deflateFixed [2621] (C:2024)."
deflateFixed,lodepng.c,2024,"(writer: LodePNGBitWriter *, hash: Hash *, data: const unsigned char *, datapos: size_t, dataend: size_t, settings: const LodePNGCompressSettings *, final: unsigned int) -> unsigned int",deflateFixed,deflateFixed,CLAIMED,yes,Fixed_4_Compile_Failed,deflateFixed,deflateDynamic,0.122,-0.22,ABSTAIN,CONFLICT,STUB:deflateFixed,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2024 (BTYPE=1, fixed trees, lz77 or literal). src/lodepng.rs:2621 `deflateFixed(..., final_block: u32) -> u32 { 0 }`; duplicate same-name def src/lodepng.rs:2816 `(input, start, end, ..., final_block: i32)`. Rejected tool_claim deflateDynamic [2700] (C:1802)."
lodepng_deflatev,lodepng.c,2069,"(out: ucvector *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",lodepng_deflatev,lodepng_deflatev,CLAIMED,yes,Fixed_2_Compile_Failed,lodepng_deflatev,read_chunk_ztxt,0.164,-0.21,ABSTAIN,CONFLICT,STUB:lodepng_deflatev,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2069 (btype dispatch 0/1/2, block split, error 61, hash_init/cleanup). src/lodepng.rs:2743 `lodepng_deflatev(out, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim read_chunk_ztxt (stub, unrelated)."
lodepng_deflate,lodepng.c,2110,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",deflateFixed;deflateDynamic;hash_cleanup,deflateFixed,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_deflate,lodepng_inflate,0.225,-0.138,ABSTAIN,CONFLICT,STUB:lodepng_deflate,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2110 (ucvector_init then lodepng_deflatev). src/lodepng.rs:2883 `lodepng_deflate(out, outsize, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim deflateFixed [2621], deflateDynamic [2700], hash_cleanup [1048], lodepng_inflate [2782] (all different C fns)."
deflate,lodepng.c,2120,"(out: unsigned char **, outsize: size_t *, in: const unsigned char *, insize: size_t, settings: const LodePNGCompressSettings *) -> unsigned int",lodepng_deflate,lodepng_deflate,CLAIMED,yes,Fixed_5_Compile_Failed,deflate,deflate,0.219,-0.139,ABSTAIN,CONFLICT,STUB:deflate,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2120 (custom_deflate dispatch else lodepng_deflate; error 111). src/lodepng.rs:574 `deflate(out, outsize, input, insize, settings) -> u32 { 0 }`. Rejected tool_claim lodepng_deflate [2883] (C:2110)."
update_adler32,lodepng.c,2138,"(adler: unsigned int, data: const unsigned char *, len: unsigned int) -> unsigned int",deflate;update_adler32,deflate,CLAIMED,yes,Fixed_5_Compile_Failed,update_adler32,translated_bit_manipulation,0.155,-0.349,ABSTAIN,CONFLICT,STUB:update_adler32,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2138 (5552-block loop, mod 65521). src/lodepng.rs:583 `update_adler32(adler: u32, data: &[u8], len: usize) -> u32 { 0 }`. No fn contains 65521/5552 (grep). Rejected tool_claim deflate [574] and translated_bit_manipulation [688] (fragment stub of pixel bit code, unrelated)."
adler32,lodepng.c,2159,"(data: const unsigned char *, len: unsigned int) -> unsigned int",adler32,adler32,CLAIMED,yes,Fixed_5_Compile_Failed,adler32,isGrayICCProfile,0.283,-0.161,ABSTAIN,CONFLICT,STUB:adler32,"STUB: PtrTrans lodepng crate is a stub crate; this Rust fn is the tool's designated slot for the C fn (name/signature/doc comment cite it) but its body is an empty placeholder. Convert to NONE if strict 'implements' is required. C:2159 `return update_adler32(1u, data, len);`. src/lodepng.rs:757 `adler32(data: &[u8], amount: usize) -> u32 { 0 }`. Rejected tool_claim isGrayICCProfile (stub, unrelated)."
